,datetime,angulo_otimo,irradiancia
490,2019-01-11 05:00:00,15,0.0
491,2019-01-11 05:30:00,15,0.0
492,2019-01-11 06:00:00,15,0.0
493,2019-01-11 06:30:00,15,0.0
494,2019-01-11 07:00:00,15,0.0
495,2019-01-11 07:30:00,15,0.0
496,2019-01-11 08:00:00,15,0.0
497,2019-01-11 08:30:00,15,0.0
498,2019-01-11 09:00:00,-55,59.94624798357558
499,2019-01-11 09:30:00,-55,383.7644290429131
500,2019-01-11 10:00:00,-43,190.1252356403145
501,2019-01-11 10:30:00,-55,483.98390109491584
502,2019-01-11 11:00:00,-50,616.9457245901566
503,2019-01-11 11:30:00,-48,841.0156596675341
504,2019-01-11 12:00:00,-42,924.792350849668
505,2019-01-11 12:30:00,-36,971.2005603216456
506,2019-01-11 13:00:00,-29,1002.2204161780885
507,2019-01-11 13:30:00,-23,1030.1085342094843
508,2019-01-11 14:00:00,-16,1048.957238522977
509,2019-01-11 14:30:00,-10,1061.0347587917863
510,2019-01-11 15:00:00,-1,678.7919177266666
511,2019-01-11 15:30:00,2,856.5724909132551
512,2019-01-11 16:00:00,1,427.5885397088804
513,2019-01-11 16:30:00,9,752.5186002008513
514,2019-01-11 17:00:00,0,56.0
515,2019-01-11 17:30:00,0,48.0
516,2019-01-11 18:00:00,0,72.0
517,2019-01-11 18:30:00,0,22.0
518,2019-01-11 19:00:00,0,48.0
519,2019-01-11 19:30:00,44,483.9901557099413
520,2019-01-11 20:00:00,0,58.0
521,2019-01-11 20:30:00,0,5.0
522,2019-01-11 21:00:00,55,162.8566996317633
523,2019-01-11 21:30:00,55,158.96910563661172
524,2019-01-11 22:00:00,15,0.0
525,2019-01-11 22:30:00,15,0.0
526,2019-01-11 23:00:00,15,0.0
527,2019-01-11 23:30:00,15,0.0
528,2019-01-12 00:00:00,15,0.0
529,2019-01-12 00:30:00,15,0.0
530,2019-01-12 01:00:00,15,0.0
531,2019-01-12 01:30:00,15,0.0
532,2019-01-12 02:00:00,15,0.0
533,2019-01-12 02:30:00,15,0.0
534,2019-01-12 03:00:00,15,0.0
535,2019-01-12 03:30:00,15,0.0
536,2019-01-12 04:00:00,15,0.0
537,2019-01-12 04:30:00,15,0.0
538,2019-01-12 05:00:00,15,0.0
539,2019-01-12 05:30:00,15,0.0
540,2019-01-12 06:00:00,15,0.0
541,2019-01-12 06:30:00,15,0.0
542,2019-01-12 07:00:00,15,0.0
543,2019-01-12 07:30:00,15,0.0
544,2019-01-12 08:00:00,15,0.0
545,2019-01-12 08:30:00,15,0.0
546,2019-01-12 09:00:00,-55,156.81383622252574
547,2019-01-12 09:30:00,-55,376.3827870187657
548,2019-01-12 10:00:00,-55,551.2362868147395
549,2019-01-12 10:30:00,-55,687.3950891188799
550,2019-01-12 11:00:00,-55,799.3263095276626
551,2019-01-12 11:30:00,-49,874.057354290898
552,2019-01-12 12:00:00,-43,939.9888442632213
553,2019-01-12 12:30:00,-36,985.1267816595872
554,2019-01-12 13:00:00,-30,1020.1258102381232
555,2019-01-12 13:30:00,-23,1042.663860948769
556,2019-01-12 14:00:00,-17,1060.2072019967534
557,2019-01-12 14:30:00,-10,1072.0683713708004
558,2019-01-12 15:00:00,-1,741.688715656131
559,2019-01-12 15:30:00,3,1075.4136665688213
560,2019-01-12 16:00:00,10,1069.0699600371395
561,2019-01-12 16:30:00,5,576.168253866671
562,2019-01-12 17:00:00,23,1039.702206909874
563,2019-01-12 17:30:00,9,508.28200719973995
564,2019-01-12 18:00:00,11,439.1369158239746
565,2019-01-12 18:30:00,43,934.0626295343177
566,2019-01-12 19:00:00,29,444.7259063134914
567,2019-01-12 19:30:00,55,801.6000157204969
568,2019-01-12 20:00:00,17,181.49589520862304
569,2019-01-12 20:30:00,55,567.093568259338
570,2019-01-12 21:00:00,55,245.89064157791168
571,2019-01-12 21:30:00,55,166.46838629045314
572,2019-01-12 22:00:00,15,0.0
573,2019-01-12 22:30:00,15,0.0
574,2019-01-12 23:00:00,15,0.0
575,2019-01-12 23:30:00,15,0.0
576,2019-01-13 00:00:00,15,0.0
577,2019-01-13 00:30:00,15,0.0
578,2019-01-13 01:00:00,15,0.0
579,2019-01-13 01:30:00,15,0.0
580,2019-01-13 02:00:00,15,0.0
581,2019-01-13 02:30:00,15,0.0
582,2019-01-13 03:00:00,15,0.0
583,2019-01-13 03:30:00,15,0.0
584,2019-01-13 04:00:00,15,0.0
585,2019-01-13 04:30:00,15,0.0
586,2019-01-13 05:00:00,15,0.0
587,2019-01-13 05:30:00,15,0.0
588,2019-01-13 06:00:00,15,0.0
589,2019-01-13 06:30:00,15,0.0
590,2019-01-13 07:00:00,15,0.0
591,2019-01-13 07:30:00,15,0.0
592,2019-01-13 08:00:00,15,0.0
593,2019-01-13 08:30:00,15,0.0
594,2019-01-13 09:00:00,-55,221.0590292232535
595,2019-01-13 09:30:00,-55,454.69727428835694
596,2019-01-13 10:00:00,-55,622.9173557876863
597,2019-01-13 10:30:00,-55,747.5039633197814
598,2019-01-13 11:00:00,-50,614.2880921810801
599,2019-01-13 11:30:00,-43,674.4074348474237
600,2019-01-13 12:00:00,-36,734.5261842920297
601,2019-01-13 12:30:00,-32,849.8532000168851
602,2019-01-13 13:00:00,-30,1021.268125377734
603,2019-01-13 13:30:00,-24,1044.2706002190712
