date,Kt_mean,classification
2019-08-13,0.8251488367361653,Ensolarado
2019-08-14,0.8667855088659656,Ensolarado
2019-08-15,0.9020833875678431,Ensolarado
2019-08-16,0.9112350517673483,Ensolarado
2019-08-17,0.887783276162724,Ensolarado
2019-08-18,0.8364347077964783,Ensolarado
2019-08-19,0.6875949936039217,Ensolarado
2019-08-20,0.7156172318999929,Ensolarado
2019-08-21,0.8068199365134887,Ensolarado
2019-08-22,0.8402461672838459,Ensolarado
2019-08-23,0.5979427458461161,Parcialmente Ensolarado
2019-08-24,0.8378105892677414,Ensolarado
2019-08-25,0.8266259221032957,Ensolarado
2019-08-26,11.826821146582665,Ensolarado
2019-08-27,4.5645663785014845,Ensolarado
2019-08-28,3.004507608413396,Ensolarado
2019-08-29,2.5070108839566267,Ensolarado
2019-08-30,2.089041671367084,Ensolarado
2019-08-31,1.7764805874434966,Ensolarado
2019-09-01,1.2675634709065424,Ensolarado
2019-09-02,1.2917920623234775,Ensolarado
2019-09-03,0.5621034946688781,Parcialmente Ensolarado
2019-09-04,1.0402193574167808,Ensolarado
2019-09-05,0.9025538816089352,Ensolarado
2019-09-06,1.138751239908619,Ensolarado
2019-09-07,1.1242928345938215,Ensolarado
2019-09-08,1.0784883227182596,Ensolarado
2019-09-09,1.0727025313898706,Ensolarado
2019-09-10,1.0256890037435507,Ensolarado
2019-09-11,0.9843702922926606,Ensolarado
2019-09-12,0.967883850878752,Ensolarado
2019-09-13,0.9283643199700867,Ensolarado
2019-09-14,0.8889080753130086,Ensolarado
2019-09-15,0.853328012913373,Ensolarado
2019-09-16,0.8720439800813478,Ensolarado
2019-09-17,0.8710474500977917,Ensolarado
2019-09-18,0.8094811487593153,Ensolarado
2019-09-19,0.6657709044406307,Ensolarado
2019-09-20,0.5243753115984072,Parcialmente Ensolarado
2019-09-21,0.7018509336785942,Ensolarado
2019-09-22,0.7316723379003213,Ensolarado
2019-09-23,0.8014343750839376,Ensolarado
2019-09-24,0.6719784090948533,Ensolarado
2019-09-25,0.10046878165119089,Nublado
2019-09-26,11.635253003614558,Ensolarado
2019-09-27,6.406417138951428,Ensolarado
2019-09-28,3.6468054973241255,Ensolarado
