,datetime_utc,tracker_theta
461,2019-01-10 14:30:00+00:00,-10.194653149117622
462,2019-01-10 15:00:00+00:00,-3.249049601383542
463,2019-01-10 15:30:00+00:00,3.7063213445892584
464,2019-01-10 16:00:00+00:00,10.651265817721697
465,2019-01-10 16:30:00+00:00,17.56681735577536
466,2019-01-10 17:00:00+00:00,24.436921422701314
467,2019-01-10 17:30:00+00:00,31.2500764284268
468,2019-01-10 18:00:00+00:00,38.00048864383288
469,2019-01-10 18:30:00+00:00,44.68874492649749
470,2019-01-10 19:00:00+00:00,51.32203588528392
471,2019-01-10 19:30:00+00:00,55.0
472,2019-01-10 20:00:00+00:00,55.0
473,2019-01-10 20:30:00+00:00,49.112236147604335
474,2019-01-10 21:00:00+00:00,25.308955121263224
475,2019-01-10 21:30:00+00:00,10.835379068697819
476,2019-01-10 22:00:00+00:00,0.0
477,2019-01-10 22:30:00+00:00,0.0
478,2019-01-10 23:00:00+00:00,0.0
479,2019-01-10 23:30:00+00:00,0.0
480,2019-01-11 00:00:00+00:00,0.0
481,2019-01-11 00:30:00+00:00,0.0
482,2019-01-11 01:00:00+00:00,0.0
483,2019-01-11 01:30:00+00:00,0.0
484,2019-01-11 02:00:00+00:00,0.0
485,2019-01-11 02:30:00+00:00,0.0
486,2019-01-11 03:00:00+00:00,0.0
487,2019-01-11 03:30:00+00:00,0.0
488,2019-01-11 04:00:00+00:00,0.0
489,2019-01-11 04:30:00+00:00,0.0
490,2019-01-11 05:00:00+00:00,0.0
491,2019-01-11 05:30:00+00:00,0.0
492,2019-01-11 06:00:00+00:00,0.0
493,2019-01-11 06:30:00+00:00,0.0
494,2019-01-11 07:00:00+00:00,0.0
495,2019-01-11 07:30:00+00:00,0.0
496,2019-01-11 08:00:00+00:00,0.0
497,2019-01-11 08:30:00+00:00,0.0
498,2019-01-11 09:00:00+00:00,-11.451259167466034
499,2019-01-11 09:30:00+00:00,-26.101797403539955
500,2019-01-11 10:00:00+00:00,-51.14968472717957
501,2019-01-11 10:30:00+00:00,-55.0
502,2019-01-11 11:00:00+00:00,-55.0
503,2019-01-11 11:30:00+00:00,-51.01154205386929
504,2019-01-11 12:00:00+00:00,-44.37383633519572
505,2019-01-11 12:30:00+00:00,-37.6797457518563
506,2019-01-11 13:00:00+00:00,-30.92236952925513
507,2019-01-11 13:30:00+00:00,-24.101431244213774
508,2019-01-11 14:00:00+00:00,-17.223044078856876
509,2019-01-11 14:30:00+00:00,-10.299018563612943
510,2019-01-11 15:00:00+00:00,-3.3456846380153094
511,2019-01-11 15:30:00+00:00,3.617766742624262
512,2019-01-11 16:00:00+00:00,10.570998286160554
513,2019-01-11 16:30:00+00:00,17.49487471012351
514,2019-01-11 17:00:00+00:00,24.373168422403083
515,2019-01-11 17:30:00+00:00,31.194210991031742
516,2019-01-11 18:00:00+00:00,37.95205834806047
517,2019-01-11 18:30:00+00:00,44.64716882294004
518,2019-01-11 19:00:00+00:00,51.28662683126248
519,2019-01-11 19:30:00+00:00,55.0
520,2019-01-11 20:00:00+00:00,55.0
521,2019-01-11 20:30:00+00:00,49.24886258031772
522,2019-01-11 21:00:00+00:00,25.35736365100626
523,2019-01-11 21:30:00+00:00,10.869312281935194
524,2019-01-11 22:00:00+00:00,0.0
525,2019-01-11 22:30:00+00:00,0.0
526,2019-01-11 23:00:00+00:00,0.0
527,2019-01-11 23:30:00+00:00,0.0
528,2019-01-12 00:00:00+00:00,0.0
